wavelength,absorbance,bonds
1209.364787,0.001238,"C-O, S=O"
1211.293598,0.001204,"C-O, S=O"
1213.22241,0.001249,"C-O, S=O"
1215.151221,0.001442,"C-O, S=O"
1217.080033,0.001811,"C-O, S=O"
1219.008844,0.002292,"C-O, S=O"
1220.937656,0.002885,"C-O, S=O"
1222.866467,0.003659,"C-O, S=O"
1224.795279,0.004631,"C-O, S=O"
1226.72409,0.00577,"C-O, S=O"
1228.652902,0.00704,"C-O, S=O"
1230.581713,0.008429,"C-O, S=O"
1232.510524,0.009918,"C-O, S=O"
1234.439336,0.011408,"C-O, S=O"
1236.368147,0.012792,"C-O, S=O"
1238.296959,0.013924,"C-O, S=O"
1240.22577,0.014662,"C-O, S=O"
1242.154582,0.015011,"C-O, S=O"
1244.083393,0.014965,"C-O, S=O"
1246.012205,0.01448,"C-O, S=O"
1247.941016,0.013637,"C-O, S=O"
1249.869828,0.012531,"C-O, S=O"
1251.798639,0.011224,"C-O, S=O"
1253.727451,0.009757,"C-O, S=O"
1255.656262,0.008164,"C-O, S=O"
1257.585073,0.006547,"C-O, S=O"
1259.513885,0.00504,"C-O, S=O"
1261.442696,0.003758,"C-O, S=O"
1263.371508,0.002762,"C-O, S=O"
1265.300319,0.002026,"C-O, S=O"
1267.229131,0.00152,C-O
1269.157942,0.001209,C-O
1271.086754,0.001022,C-O
1273.015565,0.00093,C-O
1274.944377,0.000925,C-O
1276.873188,0.000957,C-O
1278.802,0.001031,C-O
1280.730811,0.001197,C-O
1282.659622,0.001443,C-O
1284.588434,0.001734,C-O
1286.517245,0.002061,C-O
1288.446057,0.002422,C-O
1290.374868,0.002889,C-O
1292.30368,0.003437,C-O
1294.232491,0.003771,C-O
1296.161303,0.003655,"C-O, O=S=O"
1298.090114,0.003214,"C-O, O=S=O"
1300.018926,0.002722,"C-O, O=S=O"
1301.947737,0.002376,"C-O, O=S=O"
1303.876549,0.002197,"C-O, O=S=O"
1305.80536,0.002102,"C-O, O=S=O"
1307.734172,0.002062,"C-O, O=S=O"
1309.662983,0.002028,"C-O, O=S=O"
1311.591794,0.001954,"C-O, O=S=O"
1313.520606,0.001972,"C-O, O=S=O"
1315.449417,0.002164,"C-O, O=S=O"
1317.378229,0.002445,"C-O, O=S=O"
1319.30704,0.002767,"C-O, O=S=O"
1321.235852,0.003069,"C-O, O=S=O"
1323.164663,0.003259,"C-O, O=S=O"
1325.093475,0.003284,"C-O, O=S=O"
1327.022286,0.003046,"C-O, O=S=O"
1328.951098,0.002546,"C-O, O=S=O"
1330.879909,0.001972,"C-O, O=S=O"
1332.808721,0.001428,"C-O, O=S=O"
1334.737532,0.000929,"C-O, O=S=O"
1336.666343,0.000541,"C-O, O=S=O"
1338.595155,0.000282,"C-O, O=S=O"
1340.523966,0.000128,"C-O, O=S=O"
1342.452778,0.000045,"C-O, O=S=O"
1344.381589,-0.000003,"C-O, O=S=O"
1346.310401,-0.000023,"C-O, O=S=O"
1348.239212,-0.000027,"C-O, O=S=O"
1350.168024,-0.00001,"C-O, O=S=O"
1352.096835,0.000029,"C-O, O=S=O"
1354.025647,0.000037,C-H
1355.954458,0.000041,C-H
1357.88327,0.000109,C-H
1359.812081,0.000253,C-H
1361.740892,0.000435,C-H
1363.669704,0.000529,C-H
1365.598515,0.000473,C-H
1367.527327,0.000331,C-H
1369.456138,0.000195,C-H
1371.38495,0.000109,C-H
1373.313761,0.000062,C-H
1375.242573,0.000045,C-H
1377.171384,0.00007,C-H
1379.100196,0.000113,C-H
1381.029007,0.00017,"C-H, -SO2-O-"
1382.957819,0.000288,"C-H, -SO2-O-"
1384.88663,0.000401,"C-H, -SO2-O-"
1386.815441,0.000419,"C-H, -SO2-O-"
1388.744253,0.00039,"C-H, -SO2-O-"
1390.673064,0.000332,"C-H, -SO2-O-"
1392.601876,0.000266,"C-H, -SO2-O-"
1394.530687,0.000265,"C-H, -SO2-O-"
1396.459499,0.000311,"C-H, -SO2-O-"
1398.38831,0.000383,"C-H, -SO2-O-"
1400.317122,0.0005,"C-H, -SO2-O-"
1402.245933,0.000627,"C-H, -SO2-O-"
1404.174745,0.000716,"C-H, -SO2-O-"
1406.103556,0.000779,"C-H, -SO2-O-"
1408.032368,0.00085,"C-H, -SO2-O-"
1409.961179,0.000894,"C-H, -SO2-O-"
1411.88999,0.00088,"C-H, -SO2-O-"
1413.818802,0.000813,"C-H, -SO2-O-"
1415.747613,0.000669,"C-H, -SO2-O-"
1417.676425,0.000484,"C-H, -SO2-O-"
1419.605236,0.000344,"C-H, -SO2-O-"
1421.534048,0.000273,"C-H, -SO2-O-"
1423.462859,0.000238,"C-H, -SO2-O-"
1425.391671,0.000214,"C-H, -SO2-O-"
1427.320482,0.000206,"C-H, -SO2-O-"
1429.249294,0.000203,"C-H, -SO2-O-"
1431.178105,0.000205,"C-H, -SO2-O-"
1433.106917,0.000219,"C-H, -SO2-O-"
